,result,table,_time,_value,_field,_measurement,asset_id
,_result,1,2026-08-28T05:09:42Z,29.3366,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:09:59Z,24.4775,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:10:18Z,26.077,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:10:35Z,30.1467,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:10:59Z,23.2898,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:11:17Z,27.3408,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:11:35Z,30.7012,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:11:53Z,30.4844,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:12:10Z,26.9465,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:12:30Z,25.2969,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:12:48Z,25.8042,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:13:06Z,29.8777,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:13:25Z,30.6807,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:13:43Z,30.5099,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:14:01Z,27.4084,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:14:26Z,29.148,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:14:48Z,25.3952,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:15:06Z,29.7331,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:15:23Z,30.9259,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:15:42Z,29.064,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:15:59Z,24.4784,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:16:17Z,26.3057,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:16:42Z,32.2,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:17:00Z,32.2,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:17:17Z,32.2,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:17:35Z,30.6433,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:17:52Z,32.2,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:18:10Z,32.2,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:18:28Z,32.2,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:18:50Z,31.9,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:19:07Z,31.7,air_temperature,asset_telemetry,maize_farm_001
,_result,1,2026-08-28T05:19:27Z,32,air_temperature,asset_telemetry,maize_farm_001
